id,kanji,kana,vietnamese,hanViet,level,pos,tags,exampleSentence,exampleTranslation
"n5_0588","掃除する","そうじする","Dọn dẹp, lau chùi","Tảo trừ","N5","V","","今、そうじするところです。","Bây giờ tôi đang chuẩn bị dọn dẹp, lau chùi."
"n5_0589","洗濯する","せんたくする","Giặt giũ","Tẩy trạc","N5","V","","私はせんたくすることができます。","Tôi có thể giặt giũ."
"n5_0590","なる","なる","Trở nên, trở thành","","N5","V","","",""
"n5_0591","眠い","ねむい","Buồn ngủ","Miên","N5","A","","昨日はとてもねむいかったです。","Hôm qua đã rất buồn ngủ."
"n5_0592","強い","つよい","Mạnh mẽ","Cường","N5","A","","このパソコンはとてもつよいです。","Máy tính này rất mạnh mẽ."
"n5_0593","弱い","よわい","Yếu","Nhược","N5","A","","よわい時、うちで休みます。","Khi yếu, tôi nghỉ ngơi ở nhà."
"n5_0594","調子が良い","ちょうしがいい","Tình trạng tốt","Điều tử","N5","A","","ちょうしがいい時、うちで休みます。","Khi tình trạng tốt, tôi nghỉ ngơi ở nhà."
"n5_0595","調子が悪い","ちょうしがわるい","Tình trạng xấu","","N5","A","","もっとちょうしがわるいカメラが欲しいです。","Tôi muốn một cái máy ảnh tình trạng xấu hơn."
"n5_0596","相撲","すもう","Môn võ Sumo","Tướng bạc","N5","N","","昨日買ったすもうはどこですか。","môn võ sumo mà tôi đã mua hôm qua ở đâu?"
"n5_0597","一度","いちど","Một lần","Độ","N5","N","","ハサミでいちどを切ります。","Tôi cắt một lần bằng kéo."
"n5_0598","一度も","いちども","Một lần cũng chưa","","N5","N","","ハサミでいちどもを切ります。","Tôi cắt một lần cũng chưa bằng kéo."
"n5_0599","段々","だんだん","Dần dần","Đoạn","N5","N","","このだんだんはいくらですか。","Dần dần này bao nhiêu tiền?"
"n5_0600","もう直ぐ","もうすぐ","Chuẩn bị","","N5","N","","ハサミでもうすぐを切ります。","Tôi cắt chuẩn bị bằng kéo."
"n5_0601","お陰様で","おかげさまで","Nhờ trời, cảm ơn","Âm dạng","N5","N","","会話でよく「おかげさまで」と言います。","Trong giao tiếp thường nói 'Nhờ trời, cảm ơn'."
"n5_0602","乾杯","かんぱい","Cạn chén, cạn ly","Can bôi","N5","N","","かんぱいの使い方を教えてください。","Hãy chỉ cho tôi cách dùng cạn chén, cạn ly."
"n5_0603","実は","じつは","Thực ra thì","Thực","N5","N","","新しいじつはが欲しいです。","Tôi muốn có thực ra thì mới."
"n5_0604","何回も","なんかいも","Nhiều lần","Hồi","N5","N","","新しいなんかいもが欲しいです。","Tôi muốn có nhiều lần mới."
"n5_0605","しかし","しかし","Nhưng mà","","N5","N","","ここにしかしを置いてもいいですか。","Tôi để nhưng mà ở đây có được không?"
"n5_0606","無理　（な）","むり","Vô lý","Vô lý","N5","A","","この町はとてもむりです。","Khu phố này rất vô lý."
"n5_0607","体に良い","からだにいい","Tốt cho cơ thể","Thể lương","N5","A","","昨日はとてもからだにいいかったです。","Hôm qua đã rất tốt cho cơ thể."
"n5_0608","要る","いる","Cần thiết","Yếu","N5","V","","いる前に、よく考えます。","Trước khi cần thiết, tôi thường suy nghĩ kỹ."
"n5_0609","調べる","しらべる","Điều tra, kiểm tra","Điều","N5","V","","私はしらべることができます。","Tôi có thể điều tra, kiểm tra."
"n5_0610","電話する","でんわする","Gọi điện thoại","Điện thoại","N5","V","","たくさんでんわすると、疲れます。","Hễ gọi điện thoại nhiều thì sẽ mệt."
"n5_0611","僕","ぼく","Tôi, tớ (khiêm tốn)","Phó","N5","N","","あのぼくはだれですか。","Tôi, tớ (khiêm tốn) kia là ai?"
"n5_0612","君","きみ","Bạn (thân mật)","Quân","N5","N","","昨日、きみと一緒に食事しました。","Hôm qua tôi đã đi ăn cùng Bạn (thân mật)."
"n5_0613","物価　/　値段","ぶっか/ねだん","Giá cả","Vật giá / Trị đoạn","N5","N","","昨日、デパートでぶっかを買いました。","Hôm qua, tôi đã mua giá cả ở trung tâm thương mại."
"n5_0614","着物","きもの","Áo Kimono","Trước vật","N5","N","","きものを忘れないでください。","Xin đừng quên áo kimono."
"n5_0615","始め","はじめ","Sự bắt đầu","Thủy","N5","N","","はじめを洗ってから、ご飯を食べます。","Sau khi rửa sự bắt đầu, tôi ăn cơm."
"n5_0616","終わり","おわり","Sự kết thúc","Chung","N5","N","","ここにおわりを置いてもいいですか。","Tôi để sự kết thúc ở đây có được không?"
"n5_0617","この間","このあいだ","Hôm nọ","Gian","N5","N","","もしこのあいだ暇だったら、手伝ってください。","Nếu hôm nọ rảnh, xin hãy giúp tôi."
"n5_0618","皆で","みなで","Tất cả mọi người","Giai","N5","N","","あの方はみなでです。","Vị kia là Tất cả mọi người."
"n5_0619","～けど","～けど","Nhưng ~","","N5","N","","",""
"n5_0620","場所","ばしょ","Địa điểm","Trường sở","N5","N","","ばしょで写真を撮らないでください。","Xin đừng chụp ảnh ở Địa điểm."
"n5_0621","よかったら","よかったら","Nếu mà được thì","","N5","N","","",""
"n5_0622","思う","おもう","Nghĩ rằng","Tư","N5","V","","おもう前に、よく考えます。","Trước khi nghĩ rằng, tôi thường suy nghĩ kỹ."
"n5_0623","言う","いう","Nói","Ngôn","N5","V","","たくさんいうと、疲れます。","Hễ nói nhiều thì sẽ mệt."
"n5_0624","足りる","たりる","Đủ","Túc","N5","V","","たりる前に、よく考えます。","Trước khi đủ, tôi thường suy nghĩ kỹ."
"n5_0625","勝つ","かつ","Thắng","Thắng","N5","V","","たくさんかつと、疲れます。","Hễ thắng nhiều thì sẽ mệt."
"n5_0626","負ける","まける","Thua","Phụ","N5","V","","時間がない時、まけることができません。","Khi không có thời gian, tôi không thể thua."
"n5_0627","役に立つ","やくにたつ","Có ích","Dịch lập","N5","V","","やくにたつ時間がありますか。","Bạn có thời gian để có ích không?"
"n5_0628","動く","うごく","Chuyển động","Động","N5","V","","うごく前に、よく考えます。","Trước khi chuyển động,chạy, tôi thường suy nghĩ kỹ."
"n5_0629","無駄　（な）","むだ","Lãng phí, vô ích","Vô đả","N5","N","","むだの使い方を教えてください。","Hãy chỉ cho tôi cách dùng lãng phí, vô ích."
"n5_0630","不便","ふべん","Bất tiện","Bất tiện","N5","N","","ふべんを忘れないでください。","Xin đừng quên bất tiện."
"n5_0631","同じ","おなじ","Giống nhau","Đồng","N5","N","","それはおなじですか。","Đó có phải là giống nhau không?"
"n5_0632","首相","しゅしょう","Thủ tướng","Thủ tướng","N5","N","","昨日、デパートでしゅしょうを買いました。","Hôm qua, tôi đã mua thủ tướng ở trung tâm thương mại."
"n5_0633","大統領","だいとうりょう","Tổng thống","Đại thống lãnh","N5","N","","昨日買っただいとうりょうはどこですか。","tổng thống mà tôi đã mua hôm qua ở đâu?"
"n5_0634","政治","せいじ","Chính trị","Chính trị","N5","N","","このせいじはいくらですか。","Chính trị này bao nhiêu tiền?"
"n5_0635","試合","しあい","Trận đấu","Thí hợp","N5","N","","ここにしあいを置いてもいいですか。","Tôi để trận đấu ở đây có được không?"
"n5_0636","意見","いけん","Ý kiến","Ý kiến","N5","N","","いけんの使い方を教えてください。","Hãy chỉ cho tôi cách dùng ý kiến."
"n5_0637","お話","おはなし","Câu chuyện","Thoại","N5","N","","昨日買ったおはなしはどこですか。","câu chuyện mà tôi đã mua hôm qua ở đâu?"
"n5_0638","交通","こうつう","Giao thong","Giao thông","N5","N","","ハサミでこうつうを切ります。","Tôi cắt giao thong bằng kéo."
"n5_0639","最近","さいきん","Gần đây","Tối cận","N5","N","","ここにさいきんを置いてもいいですか。","Tôi để gần đây ở đây có được không?"
"n5_0640","多分","たぶん","Có lẽ","Đa phân","N5","N","","たぶんの使い方を教えてください。","Hãy chỉ cho tôi cách dùng có lẽ."
"n5_0641","きっと","きっと","Chắc là","","N5","N","","",""
"n5_0642","本当に","ほんとうに","Quả đúng là","Bản đương","N5","N","","私はほんとうにが好きです。","Tôi thích quả đúng là."
"n5_0643","そんなに～","そんなに～","Không…đến như thế","","N5","N","","",""
"n5_0644","～に　ついて","～に　ついて","Về ~","","N5","N","","",""
"n5_0645","仕方がない","しかたがない","Không có cách nào khác, đành vậy","Sĩ phương","N5","N","","しかたがないは今、会議室にいます。","Không có cách nào khác, đành vậy bây giờ đang ở phòng họp."
"n5_0646","研修旅行","けんしゅうりょこう","Du lịch tu nghiệp","Nghiên tu lữ hành","N5","N","","新しいけんしゅうりょこうが欲しいです。","Tôi muốn có du lịch tu nghiệp mới."
"n5_0647","質問","しつもん","Câu hỏi","Chất vấn","N5","N","","ハサミでしつもんを切ります。","Tôi cắt câu hỏi bằng kéo."
"n5_0648","技術","ぎじゅつ","Kỹ thuật","Kĩ thuật","N5","N","","ぎじゅつの使い方を教えてください。","Hãy chỉ cho tôi cách dùng kỹ thuật."
"n5_0649","他の","ほかの","Ngoài ra","Tha","N5","N","","毎日、ほかのへ行きます。","Mỗi ngày tôi đều đi đến Ngoài ra."
"n5_0650","けれども","Lịch sự của が","Nhưng mà ~","","N5","N","","新しいLịch sự của がが欲しいです。","Tôi muốn có nhưng mà ~ mới."
"n5_0651","見ないと","みないと","Nếu mà không xem thì ~","","N5","N","","私はみないとに日本語を教えます。","Tôi dạy tiếng Nhật cho Nếu mà không xem thì ~."
"n5_0652","かぐや姫","かぐやひめ","Công chúa Kaguya","Cơ","N5","N","","かぐやひめが来たら、教えてください。","Nếu Công chúa Kaguya đến, hãy cho tôi biết."
"n5_0653","夢","ゆめ","Giấc mơ","Mộng","N5","N","","それはゆめですか。","Đó có phải là giấc mơ không?"
"n5_0654","地球","ちきゅう","Trái đất","Địa cầu","N5","N","","ちきゅうを食べる前に、手を洗います。","Trước khi ăn trái đất, tôi rửa tay."
"n5_0655","天才","てんさい","Thiên tài","Thiên tài","N5","N","","ハサミでてんさいを切ります。","Tôi cắt thiên tài bằng kéo."
"n5_0656","放送","ほうそう","Phát sóng","Phỏng tống","N5","N","","ここにほうそうを置いてもいいですか。","Tôi để phát sóng ở đây có được không?"
"n5_0657","天神祭","てんじんまつり","Lễ hội Tenjin","Thiên thần tế","N5","N","","てんじんまつりの使い方を教えてください。","Hãy chỉ cho tôi cách dùng lễ hội tenjin."
"n5_0658","着る","きる","Mặc","Trước","N5","V","","今、きるところです。","Bây giờ tôi đang chuẩn bị mặc."
"n5_0659","履く","はく","Đi, mặc (dưới)","Lí","N5","V","","今、はくところです。","Bây giờ tôi đang chuẩn bị đi, mặc (dưới)."
"n5_0660","被る","かぶる","Đội","Bị","N5","V","","明日、かぶると思います。","Ngày mai, tôi định sẽ đội."
"n5_0661","帽子を被る","ぼうしをかぶる","Đội mũ","Mạo tử","N5","V","","たくさんぼうしをかぶると、疲れます。","Hễ đội mũ nhiều thì sẽ mệt."
"n5_0662","掛ける","かける","Đeo","Quải","N5","V","","今、かけるところです。","Bây giờ tôi đang chuẩn bị đeo."
"n5_0663","眼鏡を掛ける","めがねをかける","Đeo kính","Nhãn kính","N5","V","","今、めがねをかけるところです。","Bây giờ tôi đang chuẩn bị đeo kính."
